frame_id,worker_id,x,y,vx,vy,vehicle_v,vehicle_dir
54,0,15.8277,8.3208,0.0000,0.0000,2.0,0.0
55,0,16.0277,8.3208,0.0000,0.0000,2.0,0.0
56,0,16.2277,8.3208,0.0000,0.0000,2.0,0.0
57,0,16.4277,8.3208,0.0000,0.0000,2.0,0.0
58,0,16.6277,8.3208,0.0000,0.0000,2.0,0.0
59,0,16.8277,8.3208,0.2851,0.6652,2.0,0.0
60,0,17.0848,8.4538,0.5703,1.3303,2.0,0.0
61,0,17.3418,8.5868,0.5703,1.3303,2.0,0.0
62,0,17.5988,8.7199,0.5703,1.3303,2.0,0.0
63,0,17.8558,8.8529,0.5703,1.3303,2.0,0.0
64,0,18.1129,8.9859,0.2851,0.6652,2.0,0.0
65,0,18.3129,8.9859,0.0000,0.0000,2.0,0.0
66,0,18.5129,8.9859,0.0000,0.0000,2.0,0.0
67,0,18.7129,8.9859,0.0000,0.0000,2.0,0.0
68,0,18.9129,8.9859,0.0000,0.0000,2.0,0.0
69,0,19.1129,8.9859,0.0000,0.0000,2.0,0.0
70,0,19.3129,8.9859,-0.0840,0.0394,2.0,0.0
71,0,19.4961,8.9938,-0.1679,0.0788,2.0,0.0
72,0,19.6793,9.0017,-0.1679,0.0788,2.0,0.0
73,0,19.8625,9.0096,-0.1679,0.0788,2.0,0.0
74,0,20.0457,9.0174,-0.1679,0.0788,2.0,0.0
75,0,20.2289,9.0253,0.0521,0.0260,2.0,0.0
76,0,20.4561,9.0226,0.2721,-0.0269,2.0,0.0
77,0,20.6833,9.0199,0.2721,-0.0269,2.0,0.0
78,0,20.9105,9.0172,0.2721,-0.0269,2.0,0.0
79,0,21.1377,9.0146,0.2721,-0.0269,2.0,0.0
80,0,21.3649,9.0119,0.1360,-0.0134,2.0,0.0
81,0,21.5649,9.0119,0.1724,-0.8960,2.0,0.0
82,0,21.7994,8.8327,0.1806,-0.9228,2.0,0.0
83,0,22.0011,8.8273,0.0164,-0.0536,2.0,0.0
84,0,22.2027,8.8219,0.0164,-0.0536,2.0,0.0
85,0,22.4043,8.8166,0.0164,-0.0536,2.0,0.0
86,0,22.6060,8.8112,-0.1560,0.8424,2.0,0.0
87,0,22.7731,8.9851,-0.1642,0.8692,2.0,0.0
88,0,22.9731,8.9851,0.0000,0.0000,2.0,0.0
89,0,23.1731,8.9851,0.0000,0.0000,2.0,0.0
90,0,23.3731,8.9851,0.0000,0.0000,2.0,0.0
91,0,23.5731,8.9851,0.0000,0.0000,2.0,0.0
92,0,23.7731,8.9851,0.0000,0.0000,2.0,0.0
93,0,23.9731,8.9851,0.0000,0.0000,2.0,0.0
94,0,24.1731,8.9851,0.0000,0.0000,2.0,0.0
95,0,24.3731,8.9851,0.0000,0.0000,2.0,0.0
96,0,24.5731,8.9851,0.0000,0.0000,2.0,0.0
97,0,24.7731,8.9851,0.0000,0.0000,2.0,0.0
98,0,24.9731,8.9851,0.0000,0.0000,2.0,0.0
99,0,25.1731,8.9851,0.0000,0.0000,2.0,0.0
100,0,25.3731,8.9851,0.0000,0.0000,2.0,0.0
101,0,25.5731,8.9851,0.0000,0.0000,2.0,0.0
102,0,25.7731,8.9851,0.0000,0.0000,2.0,0.0
103,0,25.9731,8.9851,0.0000,0.0000,2.0,0.0
104,0,26.1731,8.9851,0.0000,0.0000,2.0,0.0
105,0,26.3731,8.9851,0.0000,0.0000,2.0,0.0
106,0,26.5731,8.9851,0.0000,0.0000,2.0,0.0
107,0,26.7731,8.9851,0.0000,0.0000,2.0,0.0
108,0,26.9731,8.9851,0.0000,0.0000,2.0,0.0
109,0,27.1731,8.9851,0.0000,0.0000,2.0,0.0
110,0,27.3731,8.9851,0.0000,0.0000,2.0,0.0
111,0,27.5731,8.9851,0.0000,0.0000,2.0,0.0
112,0,27.7731,8.9851,0.0000,0.0000,2.0,0.0
113,0,27.9731,8.9851,0.0000,0.0000,2.0,0.0
114,0,28.1731,8.9851,-0.0779,-1.4782,2.0,0.0
115,0,28.3576,8.6894,-0.1558,-2.0000,2.0,0.0
116,0,28.5420,8.3938,-0.1558,-2.0000,2.0,0.0
117,0,28.7264,8.0981,0.8136,-1.8752,2.0,0.0
118,0,29.1047,8.0188,1.7829,-0.7939,2.0,0.0
119,0,29.4830,7.9394,1.8608,0.6843,2.0,0.0
120,0,29.8769,8.1556,1.9387,2.0000,2.0,0.0
121,0,30.2707,8.3719,2.0000,1.7435,2.0,0.0
122,0,30.6800,8.5043,1.1236,0.2433,2.0,0.0
123,0,30.8955,8.4205,0.1543,-0.8379,2.0,0.0
124,0,31.1109,8.3367,0.1543,-0.8379,2.0,0.0
125,0,31.3263,8.2529,0.1543,-0.8379,2.0,0.0
126,0,31.5417,8.1691,0.4502,-0.2705,2.0,0.0
127,0,31.8163,8.1988,0.7461,0.2969,2.0,0.0
128,0,32.0909,8.2285,0.7461,0.2969,2.0,0.0
129,0,32.3656,8.2582,0.7461,0.2969,2.0,0.0
130,0,32.6402,8.2879,0.9200,0.1788,2.0,0.0
131,0,32.9496,8.2940,0.7210,-0.0877,2.0,0.0
132,0,33.1844,8.2703,0.3479,-0.2362,2.0,0.0
133,0,33.4191,8.2467,0.3479,-0.2362,2.0,0.0
134,0,33.6539,8.2231,0.3479,-0.2362,2.0,0.0
135,0,33.8887,8.1995,0.1740,-0.1181,2.0,0.0
136,0,34.0887,8.1995,0.0000,0.0000,2.0,0.0
137,0,34.2887,8.1995,0.0000,0.0000,2.0,0.0
138,0,34.4887,8.1995,-1.4006,0.9548,2.0,0.0
139,0,34.4086,8.3905,-2.0000,1.9433,2.0,0.0
140,0,34.3686,8.5882,-2.0000,1.8323,2.0,0.0
141,0,34.3314,8.7569,-2.0000,1.6876,2.0,0.0
142,0,34.2942,8.9257,-2.0000,1.7521,2.0,0.0
143,0,34.2503,9.1073,-1.5016,0.3354,2.0,0.0
144,0,34.3939,8.9927,-0.3586,-0.7382,2.0,0.0
145,0,34.5785,8.9597,0.1300,-0.2053,2.0,0.0
146,0,34.8199,8.9517,0.4653,-0.1546,2.0,0.0
147,0,35.0716,8.9287,0.7890,0.0996,2.0,0.0
148,0,35.3777,8.9716,0.9227,0.0344,2.0,0.0
149,0,35.6561,8.9356,1.0512,-0.2572,2.0,0.0
150,0,35.9879,8.9202,0.8037,-0.3785,2.0,0.0
151,0,36.2169,8.8599,0.5622,-0.2357,2.0,0.0
152,0,36.5003,8.8730,0.7784,-0.3121,2.0,0.0
153,0,36.7725,8.7975,1.3231,0.1655,2.0,0.0
154,0,37.1650,8.9061,1.2517,0.5422,2.0,0.0
155,0,37.4229,8.9060,0.7626,0.1935,2.0,0.0
156,0,37.7175,8.9448,0.5557,-0.0124,2.0,0.0
157,0,37.9340,8.9035,0.0712,0.1650,2.0,0.0
158,0,38.1317,8.9778,-0.3179,0.9600,2.0,0.0
159,0,38.2704,9.0955,-0.7908,1.3257,2.0,0.0
160,0,38.3736,9.2430,-1.1983,1.6747,2.0,0.0
161,0,38.4308,9.4304,-1.5800,1.8302,2.0,0.0
162,0,38.4576,9.6090,-1.3939,1.4167,2.0,0.0
163,0,38.5520,9.7137,-0.5891,0.8224,2.0,0.0
164,0,38.7397,9.7735,0.1350,0.4602,2.0,0.0
165,0,38.9790,9.8058,0.6458,0.0885,2.0,0.0
166,0,39.2689,9.7912,1.2318,0.0596,2.0,0.0
167,0,39.6253,9.8177,1.1385,0.1054,2.0,0.0
168,0,39.8966,9.8123,0.6852,-0.1251,2.0,0.0
169,0,40.1624,9.7927,0.6696,-0.1901,2.0,0.0
170,0,40.4305,9.7742,0.5118,-0.3453,2.0,0.0
171,0,40.6648,9.7236,0.5755,-0.3479,2.0,0.0
172,0,40.9456,9.7047,0.9409,-0.2151,2.0,0.0
173,0,41.2529,9.6806,0.9289,-0.1615,2.0,0.0
174,0,41.5314,9.6724,0.6935,-0.0998,2.0,0.0
175,0,41.7916,9.6606,0.8387,0.2929,2.0,0.0
176,0,42.0991,9.7309,-0.1310,-0.4067,2.0,0.0
177,0,42.1654,9.5793,-1.4695,-1.4912,2.0,0.0
178,0,42.2052,9.4327,-0.8671,-0.3605,2.0,0.0
179,0,42.3920,9.5072,-0.3719,0.8970,2.0,0.0
180,0,42.5309,9.6121,-0.9805,1.1187,2.0,0.0
181,0,42.5959,9.7309,-0.4911,2.0000,2.0,0.0
182,0,42.8326,10.0297,0.3672,2.0000,2.0,0.0
183,0,43.0693,10.3284,-0.3675,1.8822,2.0,0.0
184,0,43.1591,10.4061,-0.8626,0.6248,2.0,0.0
185,0,43.2968,10.4534,-0.3116,0.2362,2.0,0.0
186,0,43.4968,10.4534,0.0000,0.0000,2.0,0.0
187,0,43.6968,10.4534,0.0000,0.0000,2.0,0.0
188,0,43.8968,10.4534,0.0000,0.0000,2.0,0.0
189,0,44.0968,10.4534,0.0000,0.0000,2.0,0.0
190,0,44.2968,10.4534,0.0000,0.0000,2.0,0.0
191,0,44.4968,10.4534,0.0000,0.0000,2.0,0.0
192,0,44.6968,10.4534,-0.3000,-0.3320,2.0,0.0
193,0,44.8368,10.3869,0.3215,-0.2176,2.0,0.0
194,0,45.1611,10.4098,2.0000,-0.4066,2.0,0.0
195,0,45.6374,10.3056,2.0000,-1.6787,2.0,0.0
196,0,46.1745,10.0741,2.0000,-2.0000,2.0,0.0
197,0,46.7611,9.8794,2.0000,-1.6219,2.0,0.0
198,0,47.4235,9.7497,2.0000,-2.0000,2.0,0.0
199,0,47.7271,9.4018,1.0472,-2.0000,2.0,0.0
200,0,48.0330,9.3107,0.7537,-0.2745,2.0,0.0
201,0,48.2779,9.3469,0.2016,0.1776,2.0,0.0
202,0,48.4733,9.3462,-0.1247,0.0007,2.0,0.0
203,0,48.6529,9.3471,0.9661,0.7034,2.0,0.0
204,0,49.0665,9.4869,1.4343,0.8781,2.0,0.0
205,0,49.3398,9.5227,0.5428,0.1419,2.0,0.0
206,0,49.5751,9.5153,0.3528,-0.0742,2.0,0.0
207,0,49.8103,9.5078,0.3528,-0.0742,2.0,0.0
208,0,50.0456,9.5004,0.4816,0.1332,2.0,0.0
209,0,50.3067,9.5345,0.5413,0.2125,2.0,0.0
210,0,50.5539,9.5429,0.6621,0.3004,2.0,0.0
211,0,50.8391,9.5946,0.8522,0.5164,2.0,0.0
212,0,51.1243,9.6462,0.0273,1.4526,2.0,0.0
213,0,51.2446,9.8851,-1.6938,2.0000,2.0,0.0
214,0,51.1856,10.1349,-2.0000,2.0000,2.0,0.0
215,0,51.1356,10.3660,-2.0000,1.8921,2.0,0.0
216,0,51.0774,10.5133,-2.0000,1.4729,2.0,0.0
217,0,51.0193,10.6606,-1.7567,0.5367,2.0,0.0
218,0,51.1261,10.6206,-0.4617,-0.7122,2.0,0.0
219,0,51.3269,10.5181,0.1283,-0.3733,2.0,0.0
220,0,51.5517,10.5460,0.4111,0.7003,2.0,0.0
221,0,51.8091,10.6582,0.6514,1.4286,2.0,0.0
222,0,52.0820,10.8317,0.8718,1.7733,2.0,0.0
223,0,52.3835,11.0129,1.0146,1.8115,2.0,0.0
224,0,52.6849,11.1940,0.8498,1.2531,2.0,0.0
225,0,52.9534,11.2635,0.5958,0.5556,2.0,0.0
226,0,53.2041,11.3051,0.4924,0.3451,2.0,0.0
227,0,53.4519,11.3325,0.3354,0.2355,2.0,0.0
228,0,53.6712,11.3522,0.2247,-0.1709,2.0,0.0
229,0,53.8969,11.2983,0.3987,-0.2005,2.0,0.0
230,0,54.1509,11.3121,0.5076,0.2746,2.0,0.0
231,0,54.3984,11.3532,0.4113,0.1759,2.0,0.0
232,0,54.6332,11.3473,0.3480,-0.0592,2.0,0.0
233,0,54.8680,11.3414,0.3159,0.3090,2.0,0.0
234,0,55.0963,11.4091,0.0830,0.2806,2.0,0.0
235,0,55.2846,11.3975,-0.0817,-0.0939,2.0,0.0
236,0,55.4800,11.3903,-0.0458,-0.0718,2.0,0.0
237,0,55.6754,11.3831,-0.0458,-0.0718,2.0,0.0
238,0,55.8708,11.3759,-0.0458,-0.0718,2.0,0.0
239,0,56.0663,11.3688,0.4064,0.0465,2.0,0.0
240,0,56.3521,11.3852,0.9067,0.0482,2.0,0.0
241,0,56.6476,11.3784,0.9548,-0.0685,2.0,0.0
242,0,56.9431,11.3715,0.9548,-0.0685,2.0,0.0
243,0,57.2386,11.3647,0.9548,-0.0685,2.0,0.0
244,0,57.5341,11.3578,0.5615,-0.1289,2.0,0.0
245,0,57.7509,11.3389,0.0669,-0.7250,2.0,0.0
246,0,57.9474,11.2128,-0.0344,-1.2608,2.0,0.0
247,0,58.1440,11.0867,-0.0344,-1.2608,2.0,0.0
248,0,58.3405,10.9607,-0.0344,-1.2608,2.0,0.0
249,0,58.5371,10.8346,-0.0344,-1.2608,2.0,0.0
250,0,58.7337,10.7085,-0.0172,-0.6304,2.0,0.0
251,0,58.9337,10.7085,0.0000,0.0000,2.0,0.0
252,0,59.1337,10.7085,0.0000,0.0000,2.0,0.0
253,0,59.3337,10.7085,0.0000,0.0000,2.0,0.0
254,0,59.5337,10.7085,0.0000,0.0000,2.0,0.0
255,0,59.7337,10.7085,-1.6799,0.9912,2.0,0.0
256,0,59.5977,10.9067,-2.0000,1.9825,2.0,0.0
257,0,59.4617,11.1050,-2.0000,1.9825,2.0,0.0
258,0,59.3257,11.3032,-2.0000,1.9825,2.0,0.0
259,0,59.1897,11.5015,-2.0000,1.9825,2.0,0.0
260,0,59.0537,11.6997,-1.6799,0.9912,2.0,0.0
261,0,59.2537,11.6997,0.0000,0.0000,2.0,0.0
262,0,59.4537,11.6997,0.0000,0.0000,2.0,0.0
263,0,59.6537,11.6997,0.0000,0.0000,2.0,0.0
264,0,59.8537,11.6997,0.0000,0.0000,2.0,0.0
265,0,60.0537,11.6997,0.4281,0.0870,2.0,0.0
266,0,60.3393,11.7171,0.8562,0.1740,2.0,0.0
267,0,60.6249,11.7345,0.8562,0.1740,2.0,0.0
268,0,60.9106,11.7519,0.8562,0.1740,2.0,0.0
269,0,61.1962,11.7694,0.8562,0.1740,2.0,0.0
270,0,61.4818,11.7868,0.4281,0.0870,2.0,0.0
271,0,61.6818,11.7868,0.0000,0.0000,2.0,0.0
272,0,61.8818,11.7868,0.0000,0.0000,2.0,0.0
273,0,62.0818,11.7868,0.0000,0.0000,2.0,0.0
274,0,62.2818,11.7868,0.0000,0.0000,2.0,0.0
275,0,62.4818,11.7868,0.0000,0.0000,2.0,0.0
276,0,62.6818,11.7868,0.0000,0.0000,2.0,0.0
277,0,62.8818,11.7868,0.0000,0.0000,2.0,0.0
278,0,63.0818,11.7868,0.0000,0.0000,2.0,0.0
279,0,63.2818,11.7868,0.0000,0.0000,2.0,0.0
280,0,63.4818,11.7868,0.0000,0.0000,2.0,0.0
281,0,63.6818,11.7868,0.0000,0.0000,2.0,0.0
282,0,63.8818,11.7868,0.0000,0.0000,2.0,0.0
283,0,64.0818,11.7868,0.0000,0.0000,2.0,0.0
284,0,64.2818,11.7868,0.0000,0.0000,2.0,0.0
285,0,64.4818,11.7868,0.0000,0.0000,2.0,0.0
286,0,64.6818,11.7868,0.0000,0.0000,2.0,0.0
287,0,64.8818,11.7868,0.0000,0.0000,2.0,0.0
288,0,65.0818,11.7868,0.0000,0.0000,2.0,0.0
289,0,65.2818,11.7868,0.0000,0.0000,2.0,0.0
290,0,65.4818,11.7868,0.0000,0.0000,2.0,0.0
291,0,65.6818,11.7868,0.0000,0.0000,2.0,0.0
292,0,65.8818,11.7868,0.0000,0.0000,2.0,0.0
293,0,66.0818,11.7868,0.0000,0.0000,2.0,0.0
294,0,66.2818,11.7868,0.0000,0.0000,2.0,0.0
295,0,66.4818,11.7868,0.0000,0.0000,2.0,0.0
296,0,66.6818,11.7868,0.0000,0.0000,2.0,0.0
297,0,66.8818,11.7868,0.0000,0.0000,2.0,0.0
298,0,67.0818,11.7868,0.0000,0.0000,2.0,0.0
299,0,67.2818,11.7868,0.0000,0.0000,2.0,0.0
300,0,67.4818,11.7868,0.0000,0.0000,2.0,0.0
301,0,67.6818,11.7868,0.0000,0.0000,2.0,0.0
302,0,67.8818,11.7868,0.0000,0.0000,2.0,0.0
303,0,68.0818,11.7868,0.0000,0.0000,2.0,0.0
304,0,68.2818,11.7868,0.0000,0.0000,2.0,0.0
305,0,68.4818,11.7868,0.0000,0.0000,2.0,0.0
306,0,68.6818,11.7868,0.0000,0.0000,2.0,0.0
307,0,68.8818,11.7868,0.0000,0.0000,2.0,0.0
308,0,69.0818,11.7868,0.0000,0.0000,2.0,0.0
309,0,69.2818,11.7868,0.0000,0.0000,2.0,0.0
310,0,69.4818,11.7868,0.0000,0.0000,2.0,0.0
311,0,69.6818,11.7868,0.0000,0.0000,2.0,0.0
312,0,69.8818,11.7868,0.0000,0.0000,2.0,0.0
313,0,70.0818,11.7868,0.0000,0.0000,2.0,0.0
314,0,70.2818,11.7868,0.0000,0.0000,2.0,0.0
315,0,70.4818,11.7868,0.0000,0.0000,2.0,0.0
316,0,70.6818,11.7868,0.0000,0.0000,2.0,0.0
317,0,70.8818,11.7868,0.0000,0.0000,2.0,0.0
318,0,71.0818,11.7868,0.0000,0.0000,2.0,0.0
319,0,71.2818,11.7868,0.0000,0.0000,2.0,0.0
320,0,71.4818,11.7868,0.0000,0.0000,2.0,0.0
321,0,71.6818,11.7868,0.0000,0.0000,2.0,0.0
322,0,71.8818,11.7868,0.0000,0.0000,2.0,0.0
323,0,72.0818,11.7868,0.0000,0.0000,2.0,0.0
324,0,72.2818,11.7868,0.0000,0.0000,2.0,0.0
325,0,72.4818,11.7868,0.0000,0.0000,2.0,0.0
326,0,72.6818,11.7868,0.0000,0.0000,2.0,0.0
327,0,72.8818,11.7868,0.0000,0.0000,2.0,0.0
328,0,73.0818,11.7868,0.0000,0.0000,2.0,0.0
329,0,73.2818,11.7868,0.0000,0.0000,2.0,0.0
330,0,73.4818,11.7868,0.0000,0.0000,2.0,0.0
331,0,73.6818,11.7868,0.0000,0.0000,2.0,0.0
332,0,73.8818,11.7868,0.0000,0.0000,2.0,0.0
333,0,74.0818,11.7868,0.0000,0.0000,2.0,0.0
334,0,74.2818,11.7868,0.0000,0.0000,2.0,0.0
335,0,74.4818,11.7868,0.0000,0.0000,2.0,0.0
336,0,74.6818,11.7868,0.0000,0.0000,2.0,0.0
337,0,74.8818,11.7868,0.0000,0.0000,2.0,0.0
338,0,75.0818,11.7868,0.0000,0.0000,2.0,0.0
339,0,75.2818,11.7868,0.0000,0.0000,2.0,0.0
340,0,75.4818,11.7868,0.0000,0.0000,2.0,0.0
341,0,75.6818,11.7868,0.0000,0.0000,2.0,0.0
342,0,75.8818,11.7868,0.0000,0.0000,2.0,0.0
343,0,76.0818,11.7868,0.0000,0.0000,2.0,0.0
344,0,76.2818,11.7868,0.0000,0.0000,2.0,0.0
345,0,76.4818,11.7868,0.0000,0.0000,2.0,0.0
346,0,76.6818,11.7868,0.0000,0.0000,2.0,0.0
347,0,76.8818,11.7868,0.0000,0.0000,2.0,0.0
348,0,77.0818,11.7868,0.0000,0.0000,2.0,0.0
349,0,77.2818,11.7868,0.0000,0.0000,2.0,0.0
350,0,77.4818,11.7868,0.0000,0.0000,2.0,0.0
351,0,77.6818,11.7868,0.0000,0.0000,2.0,0.0
352,0,77.8818,11.7868,0.0000,0.0000,2.0,0.0
353,0,78.0818,11.7868,0.0000,0.0000,2.0,0.0
354,0,78.2818,11.7868,0.0000,0.0000,2.0,0.0
355,0,78.4818,11.7868,0.0000,0.0000,2.0,0.0
356,0,78.6818,11.7868,0.0000,0.0000,2.0,0.0
357,0,78.8818,11.7868,0.0000,0.0000,2.0,0.0
358,0,79.0818,11.7868,0.0000,0.0000,2.0,0.0
359,0,79.2818,11.7868,0.0000,0.0000,2.0,0.0
360,0,79.4818,11.7868,0.0000,0.0000,2.0,0.0
361,0,79.6818,11.7868,0.0000,0.0000,2.0,0.0
362,0,79.8818,11.7868,0.0000,0.0000,2.0,0.0
363,0,80.0818,11.7868,0.0000,0.0000,2.0,0.0
364,0,80.2818,11.7868,0.0000,0.0000,2.0,0.0
365,0,80.4818,11.7868,0.0000,0.0000,2.0,0.0
366,0,80.6818,11.7868,0.0000,0.0000,2.0,0.0
367,0,80.8818,11.7868,0.0000,0.0000,2.0,0.0
368,0,81.0818,11.7868,0.0000,0.0000,2.0,0.0
369,0,81.2818,11.7868,0.0000,0.0000,2.0,0.0
370,0,81.4818,11.7868,0.0000,0.0000,2.0,0.0
371,0,81.6818,11.7868,0.0000,0.0000,2.0,0.0
372,0,81.8818,11.7868,0.0000,0.0000,2.0,0.0
373,0,82.0818,11.7868,0.0000,0.0000,2.0,0.0
374,0,82.2818,11.7868,0.0000,0.0000,2.0,0.0
375,0,82.4818,11.7868,0.0000,0.0000,2.0,0.0
376,0,82.6818,11.7868,0.0000,0.0000,2.0,0.0
377,0,82.8818,11.7868,0.0000,0.0000,2.0,0.0
378,0,83.0818,11.7868,0.0000,0.0000,2.0,0.0
379,0,83.2818,11.7868,0.0000,0.0000,2.0,0.0
380,0,83.4818,11.7868,0.0000,0.0000,2.0,0.0
381,0,83.6818,11.7868,0.0000,0.0000,2.0,0.0
382,0,83.8818,11.7868,0.0000,0.0000,2.0,0.0
383,0,84.0818,11.7868,0.0000,0.0000,2.0,0.0
384,0,84.2818,11.7868,0.0000,0.0000,2.0,0.0
385,0,84.4818,11.7868,0.0000,0.0000,2.0,0.0
386,0,84.6818,11.7868,0.0000,0.0000,2.0,0.0
387,0,84.8818,11.7868,0.0000,0.0000,2.0,0.0
388,0,85.0818,11.7868,0.0000,0.0000,2.0,0.0
389,0,85.2818,11.7868,0.0000,0.0000,2.0,0.0
390,0,85.4818,11.7868,0.0000,0.0000,2.0,0.0
391,0,85.6818,11.7868,0.0000,0.0000,2.0,0.0
392,0,85.8818,11.7868,0.0000,0.0000,2.0,0.0
393,0,86.0818,11.7868,0.0000,0.0000,2.0,0.0
394,0,86.2818,11.7868,0.0000,0.0000,2.0,0.0
395,0,86.4818,11.7868,0.0000,0.0000,2.0,0.0
396,0,86.6818,11.7868,0.0000,0.0000,2.0,0.0
397,0,86.8818,11.7868,0.0000,0.0000,2.0,0.0
398,0,87.0818,11.7868,0.0000,0.0000,2.0,0.0
399,0,87.2818,11.7868,0.0000,0.0000,2.0,0.0
400,0,87.4818,11.7868,0.0000,0.0000,2.0,0.0
401,0,87.6818,11.7868,0.0000,0.0000,2.0,0.0
402,0,87.8818,11.7868,0.0000,0.0000,2.0,0.0
403,0,88.0818,11.7868,0.0000,0.0000,2.0,0.0
404,0,88.2818,11.7868,0.0000,0.0000,2.0,0.0
405,0,88.4818,11.7868,0.0000,0.0000,2.0,0.0
406,0,88.6818,11.7868,0.0000,0.0000,2.0,0.0
407,0,88.8818,11.7868,0.0000,0.0000,2.0,0.0
408,0,89.0818,11.7868,0.0000,0.0000,2.0,0.0
409,0,89.2818,11.7868,0.0000,0.0000,2.0,0.0
410,0,89.4818,11.7868,0.0000,0.0000,2.0,0.0
411,0,89.6818,11.7868,0.0000,0.0000,2.0,0.0
412,0,89.8818,11.7868,0.0000,0.0000,2.0,0.0
413,0,90.0818,11.7868,0.0000,0.0000,2.0,0.0
414,0,90.2818,11.7868,0.0000,0.0000,2.0,0.0
415,0,90.4818,11.7868,0.0000,0.0000,2.0,0.0
416,0,90.6818,11.7868,0.0000,0.0000,2.0,0.0
417,0,90.8818,11.7868,0.0000,0.0000,2.0,0.0
418,0,91.0818,11.7868,0.0000,0.0000,2.0,0.0
419,0,91.2818,11.7868,0.0000,0.0000,2.0,0.0
420,0,91.4818,11.7868,0.0000,0.0000,2.0,0.0
421,0,91.6818,11.7868,0.0000,0.0000,2.0,0.0
422,0,91.8818,11.7868,0.0000,0.0000,2.0,0.0
423,0,92.0818,11.7868,0.0000,0.0000,2.0,0.0
424,0,92.2818,11.7868,0.0000,0.0000,2.0,0.0
425,0,92.4818,11.7868,0.0000,0.0000,2.0,0.0
426,0,92.6818,11.7868,0.0000,0.0000,2.0,0.0
427,0,92.8818,11.7868,0.0000,0.0000,2.0,0.0
428,0,93.0818,11.7868,0.0000,0.0000,2.0,0.0
429,0,93.2818,11.7868,0.0000,0.0000,2.0,0.0
