frame_id,t,d_worker,d_stop,h_or_ttc,mu,vel_before,vel_after,scale,rule
0,0.000000,25.495098,0.654842,24.340256,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
1,0.100000,25.279438,0.654842,24.124596,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
2,0.200000,25.063919,0.654842,23.909077,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
3,0.300000,24.848541,0.654842,23.693699,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
4,0.400000,24.633312,0.654842,23.478470,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
5,0.500000,24.418230,0.654842,23.263388,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
6,0.600000,24.203304,0.654842,23.048462,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
7,0.700000,23.988539,0.654842,22.833696,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
8,0.800000,23.773935,0.654842,22.619093,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
9,0.900000,23.559500,0.654842,22.404657,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
10,1.000000,23.345236,0.654842,22.190393,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
11,1.100000,23.131147,0.654842,21.976305,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
12,1.200000,22.917242,0.654842,21.762400,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
13,1.300000,22.703524,0.654842,21.548681,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
14,1.400000,22.489996,0.654842,21.335154,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
15,1.500000,22.276669,0.654842,21.121826,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
16,1.600000,22.063543,0.654842,20.908701,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
17,1.700000,21.850628,0.654842,20.695786,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
18,1.800000,21.637930,0.654842,20.483088,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
19,1.900000,21.425451,0.654842,20.270609,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
20,2.000000,21.213203,0.654842,20.058361,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
21,2.100000,21.001190,0.654842,19.846348,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
22,2.200000,20.789421,0.654842,19.634579,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
23,2.300000,20.577900,0.654842,19.423058,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
24,2.400000,20.366640,0.654842,19.211798,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
25,2.500000,20.155643,0.654842,19.000801,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
26,2.600000,19.944925,0.654842,18.790083,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
27,2.700000,19.734488,0.654842,18.579645,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
28,2.800000,19.524345,0.654842,18.369503,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
29,2.900000,19.314503,0.654842,18.159660,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
30,3.000000,19.104975,0.654842,17.950132,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
31,3.100000,18.895767,0.654842,17.740925,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
32,3.200000,18.686895,0.654842,17.532053,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
33,3.300000,18.478367,0.654842,17.323524,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
34,3.400000,18.270197,0.654842,17.115355,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
35,3.500000,18.062393,0.654842,16.907551,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
36,3.600000,17.854975,0.654842,16.700132,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
37,3.700000,17.647949,0.654842,16.493107,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
38,3.800000,17.441334,0.654842,16.286491,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
