frame_id,t,d_worker,d_stop,h_or_ttc,mu,vel_before,vel_after,scale,rule
54,5.400000,4.351398,0.207326,5.043913,0.800000,0.837247,0.821599,0.981310,TTC < 5s
55,5.500000,4.269238,0.202661,5.043890,0.800000,0.821599,0.806238,0.981304,TTC < 5s
56,5.600000,4.188615,0.198110,5.043871,0.800000,0.806238,0.791159,0.981297,TTC < 5s
57,5.700000,4.109499,0.193672,5.043850,0.800000,0.791159,0.776357,0.981290,TTC < 5s
58,5.800000,4.031863,0.189341,5.043831,0.800000,0.776357,0.761826,0.981283,TTC < 5s
59,5.900000,3.955681,0.185117,5.043812,0.800000,0.761826,0.747562,0.981277,TTC < 5s
60,6.000000,3.880924,0.180996,5.043793,0.800000,0.747562,0.733561,0.981270,TTC < 5s
61,6.100000,3.807569,0.176974,5.043773,0.800000,0.733561,0.719817,0.981264,TTC < 5s
62,6.200000,3.735587,0.173050,5.043756,0.800000,0.719817,0.706326,0.981258,TTC < 5s
63,6.300000,3.664954,0.169221,5.043738,0.800000,0.706326,0.693084,0.981252,TTC < 5s
64,6.400000,3.595646,0.165484,5.043719,0.800000,0.693084,0.680086,0.981246,TTC < 5s
65,6.500000,3.527637,0.161837,5.043703,0.800000,0.680086,0.667327,0.981240,TTC < 5s
66,6.600000,3.460905,0.158278,5.043684,0.800000,0.667327,0.654804,0.981235,TTC < 5s
67,6.700000,3.395425,0.154804,5.043669,0.800000,0.654804,0.642513,0.981228,TTC < 5s
68,6.800000,3.331174,0.151412,5.043651,0.800000,0.642513,0.630448,0.981223,TTC < 5s
69,6.900000,3.268129,0.148102,5.043636,0.800000,0.630448,0.618607,0.981217,TTC < 5s
70,7.000000,3.206268,0.144870,5.043621,0.800000,0.618607,0.606984,0.981212,TTC < 5s
71,7.100000,3.145570,0.141714,5.043605,0.800000,0.606984,0.595577,0.981207,TTC < 5s
72,7.200000,3.086012,0.138633,5.043590,0.800000,0.595577,0.584381,0.981201,TTC < 5s
73,7.300000,3.027574,0.135625,5.043574,0.800000,0.584381,0.573393,0.981196,TTC < 5s
74,7.400000,2.970234,0.132688,5.043559,0.800000,0.573393,0.562608,0.981191,TTC < 5s
75,7.500000,2.913973,0.129819,5.043546,0.800000,0.562608,0.552023,0.981186,TTC < 5s
76,7.600000,2.858770,0.127018,5.043530,0.800000,0.552023,0.541635,0.981182,TTC < 5s
77,7.700000,2.804606,0.124282,5.043519,0.800000,0.541635,0.531439,0.981176,TTC < 5s
78,7.800000,2.751463,0.121609,5.043501,0.800000,0.531439,0.521434,0.981173,TTC < 5s
79,7.900000,2.699320,0.118999,5.043490,0.800000,0.521434,0.511614,0.981167,TTC < 5s
80,8.000000,2.648158,0.116449,5.043476,0.800000,0.511614,0.501977,0.981163,TTC < 5s
81,8.100000,2.597960,0.113958,5.043463,0.800000,0.501977,0.492519,0.981159,TTC < 5s
82,8.200000,2.548709,0.111525,5.043450,0.800000,0.492519,0.483237,0.981154,TTC < 5s
83,8.300000,2.500385,0.109148,5.043437,0.800000,0.483237,0.474129,0.981150,TTC < 5s
84,8.400001,2.452972,0.106825,5.043427,0.800000,0.474129,0.465189,0.981146,TTC < 5s
85,8.500000,2.406453,0.104555,5.043414,0.800000,0.465189,0.456417,0.981142,TTC < 5s
86,8.600000,2.360811,0.102338,5.043401,0.800000,0.456417,0.447808,0.981138,TTC < 5s
87,8.700000,2.316031,0.100170,5.043391,0.800000,0.447808,0.439359,0.981134,TTC < 5s
88,8.800000,2.272095,0.098052,5.043378,0.800000,0.439359,0.431069,0.981130,TTC < 5s
89,8.900001,2.228988,0.095983,5.043369,0.800000,0.431069,0.422933,0.981126,TTC < 5s
90,9.000000,2.186694,0.093960,5.043356,0.800000,0.422933,0.414949,0.981123,TTC < 5s
91,9.100000,2.145199,0.091982,5.043347,0.800000,0.414949,0.407114,0.981118,TTC < 5s
92,9.200000,2.104487,0.090050,5.043335,0.800000,0.407114,0.399426,0.981116,TTC < 5s
93,9.300000,2.064545,0.088160,5.043326,0.800000,0.399426,0.391881,0.981111,TTC < 5s
94,9.400001,2.025356,0.086313,5.043314,0.800000,0.391881,0.384478,0.981108,TTC < 5s
95,9.500000,1.986909,0.084508,5.043304,0.800000,0.384478,0.377213,0.981105,TTC < 5s
96,9.600000,1.949187,0.082743,5.043296,0.800000,0.377213,0.370084,0.981101,TTC < 5s
97,9.700000,1.912179,0.081017,5.043284,0.800000,0.370084,0.363089,0.981099,TTC < 5s
98,9.800000,1.875870,0.079330,5.043277,0.800000,0.363089,0.356225,0.981094,TTC < 5s
99,9.900001,1.840247,0.077680,5.043266,0.800000,0.356225,0.349489,0.981092,TTC < 5s
