ix,iy,x_center,y_center,range,point_count,risk,confidence,sigma_r,lambda_min,lambda_max
0,11,-4.750000,-9.250000,10.463667,3,0.042202,0.254532,0.020949,0,0
0,12,-4.750000,-8.750000,9.950667,3,0.041726,0.232758,0.019902,0,0
0,13,-4.750000,-8.250000,9.710251,16,0.138862,0.794138,0.019429,0,0
0,14,-4.750000,-7.750000,9.366620,21,0.240978,0.872406,0.018773,0,0
0,15,-4.750000,-7.250000,8.796000,15,0.149827,0.774509,0.017737,0,0
0,16,-4.750000,-6.750000,8.401918,37,0.541945,0.966340,0.017059,0,0
0,17,-4.750000,-6.250000,8.062376,40,0.230754,0.977098,0.016500,0,0
0,18,-4.750000,-5.750000,7.718314,35,0.428517,0.963257,0.015957,0,0
0,19,-4.750000,-5.250000,7.318068,30,0.292924,0.945978,0.015355,0,0
0,20,-4.750000,-4.750000,6.900456,57,0.416428,0.988881,0.014762,0,0
0,21,-4.750000,-4.250000,6.582030,65,0.865660,0.981089,0.014332,0,0
0,22,-4.750000,-3.750000,6.197001,71,0.357081,0.984534,0.013840,0,0
0,23,-4.750000,-3.250000,6.054644,137,0.989338,0.979987,0.013666,0,0
0,24,-4.750000,-2.750000,5.748548,110,1.000000,0.980568,0.013305,0,0
0,25,-4.750000,-2.250000,5.414480,102,1.000000,0.961537,0.012932,0,0
0,26,-4.750000,-1.750000,5.323103,255,1.000000,0.981491,0.012834,0,0
0,27,-4.750000,-1.250000,5.366298,97,0.189873,0.997485,0.012880,0,0
0,28,-4.750000,-0.750000,5.295571,7,0.006285,0.502683,0.012804,0,0
0,29,-4.750000,-0.250000,0.000000,2,0.000000,0.000000,0.010000,0,0
0,32,-4.750000,1.250000,5.423286,7,0.167333,0.499137,0.012941,0,0
0,33,-4.750000,1.750000,5.370211,161,1.000000,0.985738,0.012884,0,0
0,34,-4.750000,2.250000,5.440613,108,1.000000,0.981687,0.012960,0,0
0,35,-4.750000,2.750000,5.746700,80,1.000000,0.988739,0.013302,0,0
0,36,-4.750000,3.250000,6.147310,55,1.000000,0.974904,0.013779,0,0
0,37,-4.750000,3.750000,6.418770,13,0.355848,0.720188,0.014120,0,0
0,38,-4.750000,4.250000,6.650258,35,0.348183,0.959856,0.014423,0,0
0,39,-4.750000,4.750000,6.840501,28,0.374591,0.929606,0.014679,0,0
0,40,-4.750000,5.250000,7.030000,9,1.000000,0.577113,0.014942,0,0
0,42,-4.750000,6.250000,0.000000,2,0.000000,0.000000,0.010000,0,0
0,43,-4.750000,6.750000,0.000000,2,0.000000,0.000000,0.010000,0,0
0,49,-4.750000,9.750000,0.000000,2,0.000000,0.000000,0.010000,0,0
0,50,-4.750000,10.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
1,13,-4.250000,-8.250000,9.305000,5,0.614922,0.381118,0.018658,0,0
1,14,-4.250000,-7.750000,8.789824,17,0.354459,0.792796,0.017726,0,0
1,15,-4.250000,-7.250000,8.434273,11,0.177766,0.659226,0.017114,0,0
1,16,-4.250000,-6.750000,8.055951,20,0.337840,0.849725,0.016490,0,0
1,17,-4.250000,-6.250000,7.638081,25,0.152056,0.904577,0.015834,0,0
1,18,-4.250000,-5.750000,7.226468,30,0.294132,0.931041,0.015222,0,0
1,19,-4.250000,-5.250000,6.832047,22,0.405672,0.875633,0.014668,0,0
1,20,-4.250000,-4.750000,6.451642,39,0.277125,0.961388,0.014162,0,0
1,21,-4.250000,-4.250000,6.093049,41,0.830900,0.954418,0.013713,0,0
1,22,-4.250000,-3.750000,5.750986,67,0.408341,0.979279,0.013307,0,0
1,23,-4.250000,-3.250000,5.453315,86,1.000000,0.940882,0.012974,0,0
1,24,-4.250000,-2.750000,5.143876,80,1.000000,0.957723,0.012646,0,0
1,25,-4.250000,-2.250000,4.887710,114,0.507814,0.975716,0.012389,0,0
1,26,-4.250000,-1.750000,4.747499,143,0.800788,0.968230,0.012254,0,0
1,27,-4.250000,-1.250000,4.642276,29,0.032920,0.938408,0.012155,0,0
1,28,-4.250000,-0.750000,4.368000,4,1.000000,0.327630,0.011908,0,0
1,29,-4.250000,-0.250000,4.494500,4,1.000000,0.310293,0.012020,0,0
1,30,-4.250000,0.250000,4.423858,7,0.436251,0.498838,0.011957,0,0
1,32,-4.250000,1.250000,4.554474,19,0.281945,0.831294,0.012074,0,0
1,33,-4.250000,1.750000,4.679431,146,1.000000,0.947215,0.012190,0,0
1,34,-4.250000,2.250000,4.911414,133,0.976860,0.937134,0.012412,0,0
1,35,-4.250000,2.750000,5.102001,114,1.000000,0.946963,0.012603,0,0
1,36,-4.250000,3.250000,5.373528,53,0.327635,0.951842,0.012887,0,0
1,37,-4.250000,3.750000,5.703750,40,0.274620,0.947198,0.013253,0,0
1,38,-4.250000,4.250000,6.058582,24,0.151387,0.900946,0.013671,0,0
1,39,-4.250000,4.750000,6.510143,7,0.110013,0.498661,0.014238,0,0
1,43,-4.250000,6.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
1,44,-4.250000,7.250000,8.473000,5,0.039597,0.389605,0.017179,0,0
1,45,-4.250000,7.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
2,13,-3.750000,-8.250000,8.864000,4,0.044692,0.295047,0.017857,0,0
2,14,-3.750000,-7.750000,8.671173,29,0.245876,0.937207,0.017519,0,0
2,15,-3.750000,-7.250000,8.153000,20,0.273864,0.848743,0.016647,0,0
2,16,-3.750000,-6.750000,7.701701,10,0.113106,0.615295,0.015932,0,0
2,17,-3.750000,-6.250000,7.374334,12,0.452703,0.683852,0.015438,0,0
2,18,-3.750000,-5.750000,6.915423,26,0.212273,0.907840,0.014782,0,0
2,19,-3.750000,-5.250000,6.549500,40,0.388121,0.960537,0.014290,0,0
2,20,-3.750000,-4.750000,6.203200,30,0.175275,0.942504,0.013848,0,0
2,21,-3.750000,-4.250000,5.795443,43,0.156373,0.976270,0.013359,0,0
2,22,-3.750000,-3.750000,5.461863,58,1.000000,0.880579,0.012983,0,0
2,23,-3.750000,-3.250000,5.069958,71,0.625826,0.973976,0.012570,0,0
2,24,-3.750000,-2.750000,4.787217,106,1.000000,0.947891,0.012292,0,0
2,25,-3.750000,-2.250000,4.542599,92,1.000000,0.949156,0.012064,0,0
2,26,-3.750000,-1.750000,4.301609,110,1.000000,0.958177,0.011850,0,0
2,27,-3.750000,-1.250000,4.294250,8,0.568050,0.530927,0.011844,0,0
2,29,-3.750000,-0.250000,0.000000,2,0.000000,0.000000,0.010000,0,0
2,30,-3.750000,0.250000,4.134334,3,0.282806,0.209439,0.011709,0,0
2,33,-3.750000,1.750000,4.296422,128,0.759123,0.974856,0.011846,0,0
2,34,-3.750000,2.250000,4.500456,123,1.000000,0.920857,0.012025,0,0
2,35,-3.750000,2.750000,4.763989,166,1.000000,0.968229,0.012270,0,0
2,36,-3.750000,3.250000,5.006337,77,0.833301,0.945479,0.012506,0,0
2,37,-3.750000,3.750000,5.382732,67,0.402886,0.974441,0.012897,0,0
2,38,-3.750000,4.250000,5.748000,3,0.245850,0.254889,0.013304,0,0
2,40,-3.750000,5.250000,0.000000,2,0.000000,0.000000,0.010000,0,0
2,42,-3.750000,6.250000,7.354500,6,1.000000,0.430983,0.015409,0,0
2,43,-3.750000,6.750000,7.675889,9,0.372501,0.588343,0.015892,0,0
2,44,-3.750000,7.250000,8.252600,5,0.176094,0.390549,0.016811,0,0
2,45,-3.750000,7.750000,0.000000,2,0.000000,0.000000,0.010000,0,0
2,48,-3.750000,9.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
3,9,-3.250000,-10.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
3,12,-3.250000,-8.750000,9.347601,5,0.195969,0.385039,0.018738,0,0
3,13,-3.250000,-8.250000,8.764167,12,0.050417,0.685587,0.017681,0,0
3,14,-3.250000,-7.750000,8.576400,15,0.269622,0.764620,0.017355,0,0
3,15,-3.250000,-7.250000,8.104376,16,0.597647,0.769707,0.016568,0,0
3,16,-3.250000,-6.750000,7.599957,23,0.369393,0.879816,0.015776,0,0
3,17,-3.250000,-6.250000,7.154517,29,0.117849,0.939654,0.015119,0,0
3,18,-3.250000,-5.750000,6.634520,25,0.737024,0.876267,0.014402,0,0
3,19,-3.250000,-5.250000,6.228982,59,1.000000,0.835399,0.013880,0,0
3,20,-3.250000,-4.750000,5.870651,43,0.574538,0.962778,0.013446,0,0
