ix,iy,x_center,y_center,range,point_count,risk,confidence,sigma_r,lambda_min,lambda_max
0,0,-4.750000,-14.750000,15.453002,3,0.047635,0.240393,0.033880,0,0
0,1,-4.750000,-14.250000,15.295463,13,0.076406,0.710532,0.033395,0,0
0,4,-4.750000,-12.750000,13.620502,10,0.094387,0.623149,0.028552,0,0
0,5,-4.750000,-12.250000,13.475727,11,0.113246,0.651556,0.028160,0,0
0,6,-4.750000,-11.750000,12.541333,3,0.059835,0.173529,0.025729,0,0
0,7,-4.750000,-11.250000,12.421638,22,0.075747,0.881677,0.025430,0,0
0,8,-4.750000,-10.750000,12.122001,4,0.096179,0.322818,0.024694,0,0
0,9,-4.750000,-10.250000,11.487625,16,0.210871,0.794026,0.023197,0,0
0,10,-4.750000,-9.750000,11.161001,11,0.034317,0.663317,0.022457,0,0
0,11,-4.750000,-9.250000,10.402750,8,0.087466,0.543978,0.020822,0,0
0,12,-4.750000,-8.750000,10.101875,8,0.098830,0.545446,0.020205,0,0
0,13,-4.750000,-8.250000,9.891833,6,0.133096,0.447416,0.019785,0,0
0,14,-4.750000,-7.750000,0.000000,2,0.000000,0.000000,0.010000,0,0
0,15,-4.750000,-7.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
0,18,-4.750000,-5.750000,0.000000,2,0.000000,0.000000,0.010000,0,0
0,19,-4.750000,-5.250000,7.152334,3,0.054565,0.255820,0.015116,0,0
0,20,-4.750000,-4.750000,7.018571,7,0.131954,0.501624,0.014926,0,0
0,21,-4.750000,-4.250000,0.000000,2,0.000000,0.000000,0.010000,0,0
0,22,-4.750000,-3.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
0,23,-4.750000,-3.250000,5.910000,19,0.149849,0.847693,0.013493,0,0
0,24,-4.750000,-2.750000,5.819125,8,0.037796,0.549198,0.013386,0,0
0,25,-4.750000,-2.250000,5.335536,41,0.167304,0.977255,0.012847,0,0
0,26,-4.750000,-1.750000,5.396835,212,1.000000,0.971182,0.012913,0,0
0,27,-4.750000,-1.250000,5.271119,211,0.753260,0.994674,0.012778,0,0
0,28,-4.750000,-0.750000,5.197477,90,0.079129,0.998224,0.012701,0,0
0,29,-4.750000,-0.250000,5.105776,99,0.240546,0.998017,0.012607,0,0
0,30,-4.750000,0.250000,5.124048,143,0.241355,0.997118,0.012626,0,0
0,31,-4.750000,0.750000,5.318000,21,0.050020,0.875818,0.012828,0,0
0,32,-4.750000,1.250000,5.289422,69,0.170766,0.996722,0.012798,0,0
0,33,-4.750000,1.750000,5.370266,198,1.000000,0.986867,0.012884,0,0
0,34,-4.750000,2.250000,5.622026,166,1.000000,0.961573,0.013161,0,0
0,35,-4.750000,2.750000,5.885956,133,1.000000,0.947159,0.013464,0,0
0,36,-4.750000,3.250000,6.121778,63,1.000000,0.956958,0.013748,0,0
0,37,-4.750000,3.750000,6.272902,71,1.000000,0.958717,0.013935,0,0
0,38,-4.750000,4.250000,6.402966,29,0.607213,0.884085,0.014100,0,0
0,39,-4.750000,4.750000,6.818188,16,0.444568,0.784052,0.014649,0,0
0,40,-4.750000,5.250000,7.177000,12,0.779494,0.636552,0.015151,0,0
0,41,-4.750000,5.750000,7.615501,12,0.199133,0.695812,0.015800,0,0
0,42,-4.750000,6.250000,8.097083,12,0.344453,0.691854,0.016556,0,0
0,43,-4.750000,6.750000,8.483649,17,1.000000,0.802068,0.017197,0,0
0,44,-4.750000,7.250000,8.906556,9,0.334465,0.588907,0.017933,0,0
0,45,-4.750000,7.750000,9.160601,10,0.402033,0.627906,0.018392,0,0
0,46,-4.750000,8.250000,9.602818,22,0.754646,0.869850,0.019221,0,0
0,47,-4.750000,8.750000,9.987316,19,0.223484,0.847264,0.019975,0,0
0,48,-4.750000,9.250000,10.550354,17,0.336236,0.797676,0.021131,0,0
0,49,-4.750000,9.750000,10.889287,7,0.044467,0.501206,0.021858,0,0
0,50,-4.750000,10.250000,11.300000,7,0.038149,0.501484,0.022769,0,0
0,51,-4.750000,10.750000,11.803001,3,0.018509,0.257801,0.023931,0,0
1,0,-4.250000,-14.750000,15.273501,6,0.055256,0.400811,0.033328,0,0
1,4,-4.250000,-12.750000,13.525336,12,0.077674,0.678159,0.028293,0,0
1,5,-4.250000,-12.250000,0.000000,2,0.000000,0.000000,0.010000,0,0
1,6,-4.250000,-11.750000,12.577001,9,0.107413,0.576790,0.025818,0,0
1,8,-4.250000,-10.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
1,9,-4.250000,-10.250000,11.246001,6,0.146215,0.444376,0.022647,0,0
1,10,-4.250000,-9.750000,10.658800,5,0.094711,0.383057,0.021361,0,0
