ix,iy,x_center,y_center,range,point_count,risk,confidence,sigma_r,lambda_min,lambda_max
0,0,-4.750000,-14.750000,15.767800,15,0.436294,0.757602,0.034862,0,0
0,1,-4.750000,-14.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
0,2,-4.750000,-13.750000,14.499877,8,0.030062,0.518430,0.031025,0,0
0,3,-4.750000,-13.250000,0.000000,2,0.000000,0.000000,0.010000,0,0
0,4,-4.750000,-12.750000,13.944333,6,0.032979,0.413649,0.029444,0,0
0,5,-4.750000,-12.250000,13.488144,7,0.035559,0.473456,0.028193,0,0
0,6,-4.750000,-11.750000,12.728751,8,0.057996,0.539029,0.026202,0,0
0,7,-4.750000,-11.250000,12.373666,12,0.044384,0.687068,0.025311,0,0
0,8,-4.750000,-10.750000,12.055909,11,0.126286,0.660267,0.024534,0,0
0,9,-4.750000,-10.250000,11.372461,13,0.052771,0.711754,0.022933,0,0
0,10,-4.750000,-9.750000,11.072501,12,0.050248,0.688673,0.022260,0,0
0,11,-4.750000,-9.250000,10.709287,7,0.075561,0.497073,0.021469,0,0
0,12,-4.750000,-8.750000,9.987802,10,0.138261,0.628959,0.019976,0,0
0,13,-4.750000,-8.250000,9.571668,9,0.034076,0.589784,0.019162,0,0
0,14,-4.750000,-7.750000,9.306110,18,0.084305,0.831745,0.018660,0,0
0,15,-4.750000,-7.250000,8.866500,12,0.115708,0.697118,0.017861,0,0
0,16,-4.750000,-6.750000,0.000000,2,0.000000,0.000000,0.010000,0,0
0,17,-4.750000,-6.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
0,18,-4.750000,-5.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
0,19,-4.750000,-5.250000,7.276667,3,0.136559,0.258805,0.015295,0,0
0,20,-4.750000,-4.750000,7.113304,23,0.841503,0.857207,0.015060,0,0
0,21,-4.750000,-4.250000,6.568416,36,0.893965,0.951314,0.014314,0,0
0,22,-4.750000,-3.750000,6.225138,29,1.000000,0.912257,0.013875,0,0
0,23,-4.750000,-3.250000,5.960038,27,1.000000,0.894069,0.013552,0,0
0,24,-4.750000,-2.750000,5.672134,75,1.000000,0.967383,0.013217,0,0
0,25,-4.750000,-2.250000,5.493487,169,1.000000,0.969811,0.013018,0,0
0,26,-4.750000,-1.750000,5.323628,150,1.000000,0.981044,0.012834,0,0
0,27,-4.750000,-1.250000,5.197925,201,1.000000,0.991369,0.012702,0,0
0,28,-4.750000,-0.750000,5.303400,177,1.000000,0.961719,0.012813,0,0
0,29,-4.750000,-0.250000,5.474059,17,0.039459,0.813041,0.012997,0,0
0,31,-4.750000,0.750000,4.888200,5,0.151566,0.388589,0.012389,0,0
0,32,-4.750000,1.250000,5.060750,4,0.007113,0.322364,0.012561,0,0
0,34,-4.750000,2.250000,5.347810,21,0.183729,0.870613,0.012860,0,0
0,35,-4.750000,2.750000,5.770146,117,0.688330,0.994958,0.013329,0,0
0,36,-4.750000,3.250000,5.934577,175,1.000000,0.975923,0.013522,0,0
0,37,-4.750000,3.750000,6.134127,47,0.733118,0.967274,0.013763,0,0
0,38,-4.750000,4.250000,6.477973,37,0.822866,0.948742,0.014196,0,0
0,39,-4.750000,4.750000,6.774047,43,0.764871,0.956998,0.014589,0,0
0,40,-4.750000,5.250000,7.000801,10,0.592946,0.513876,0.014901,0,0
0,41,-4.750000,5.750000,7.776333,3,0.018442,0.255681,0.016047,0,0
0,42,-4.750000,6.250000,8.075857,7,0.244110,0.501147,0.016522,0,0
0,43,-4.750000,6.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
1,1,-4.250000,-14.250000,14.710001,5,0.024394,0.322754,0.031638,0,0
1,2,-4.250000,-13.750000,14.557000,7,0.025719,0.463449,0.031191,0,0
1,5,-4.250000,-12.250000,13.046714,7,0.030487,0.454319,0.027022,0,0
1,6,-4.250000,-11.750000,12.706751,4,0.035499,0.305186,0.026146,0,0
1,8,-4.250000,-10.750000,11.500001,11,0.040957,0.640197,0.023225,0,0
1,10,-4.250000,-9.750000,10.526751,4,0.042581,0.245486,0.021081,0,0
1,11,-4.250000,-9.250000,10.296000,12,0.057526,0.683062,0.020601,0,0
1,12,-4.250000,-8.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
1,13,-4.250000,-8.250000,9.385000,6,0.065737,0.442079,0.018808,0,0
1,14,-4.250000,-7.750000,8.891308,13,0.193598,0.720092,0.017906,0,0
1,15,-4.250000,-7.250000,8.362334,6,0.288161,0.445364,0.016993,0,0
1,16,-4.250000,-6.750000,8.050751,4,0.146568,0.326715,0.016481,0,0
1,17,-4.250000,-6.250000,0.000000,2,0.000000,0.000000,0.010000,0,0
1,19,-4.250000,-5.250000,6.747857,7,0.392253,0.496258,0.014553,0,0
1,20,-4.250000,-4.750000,6.466334,9,0.188643,0.583448,0.014181,0,0
1,21,-4.250000,-4.250000,6.047772,22,0.368825,0.859949,0.013658,0,0
1,22,-4.250000,-3.750000,5.695219,32,1.000000,0.831899,0.013244,0,0
