ix,iy,x_center,y_center,range,point_count,risk,confidence,sigma_r,lambda_min,lambda_max
0,0,-4.750000,-14.750000,15.429002,11,0.020469,0.635569,0.033805,0,0
0,1,-4.750000,-14.250000,15.264084,12,0.023576,0.676576,0.033299,0,0
0,2,-4.750000,-13.750000,14.902000,4,0.023415,0.288671,0.032207,0,0
0,4,-4.750000,-12.750000,13.626143,7,0.045970,0.486295,0.028567,0,0
0,5,-4.750000,-12.250000,13.258668,9,0.040546,0.580782,0.027579,0,0
0,6,-4.750000,-11.750000,12.906751,8,0.031676,0.527662,0.026658,0,0
0,7,-4.750000,-11.250000,12.196835,6,0.132608,0.448314,0.024876,0,0
0,8,-4.750000,-10.750000,11.849401,5,0.041733,0.383522,0.024041,0,0
0,9,-4.750000,-10.250000,0.000000,2,0.000000,0.000000,0.010000,0,0
0,11,-4.750000,-9.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
0,16,-4.750000,-6.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
0,17,-4.750000,-6.250000,7.940001,4,0.334938,0.328401,0.016304,0,0
0,18,-4.750000,-5.750000,7.637273,11,0.528372,0.662916,0.015833,0,0
0,19,-4.750000,-5.250000,7.331693,26,0.945996,0.896578,0.015375,0,0
0,20,-4.750000,-4.750000,6.981795,34,1.000000,0.919269,0.014875,0,0
0,21,-4.750000,-4.250000,6.504089,79,1.000000,0.946243,0.014230,0,0
0,22,-4.750000,-3.750000,6.217688,32,1.000000,0.902489,0.013866,0,0
0,23,-4.750000,-3.250000,5.753455,11,0.935268,0.640783,0.013310,0,0
0,24,-4.750000,-2.750000,5.753991,110,1.000000,0.967838,0.013311,0,0
0,25,-4.750000,-2.250000,5.556705,150,1.000000,0.986516,0.013088,0,0
0,26,-4.750000,-1.750000,5.345426,129,1.000000,0.985646,0.012857,0,0
0,27,-4.750000,-1.250000,5.286941,117,1.000000,0.934133,0.012795,0,0
0,28,-4.750000,-0.750000,5.223681,47,0.694731,0.970419,0.012729,0,0
0,29,-4.750000,-0.250000,5.186800,20,0.473315,0.856503,0.012690,0,0
0,30,-4.750000,0.250000,5.430334,3,1.000000,0.255969,0.012949,0,0
0,34,-4.750000,2.250000,5.243001,3,1.000000,0.253455,0.012749,0,0
0,35,-4.750000,2.750000,5.779457,83,1.000000,0.982304,0.013340,0,0
0,36,-4.750000,3.250000,5.924846,142,1.000000,0.983483,0.013510,0,0
0,37,-4.750000,3.750000,6.242843,51,1.000000,0.978796,0.013897,0,0
0,38,-4.750000,4.250000,6.593376,40,0.594074,0.967258,0.014347,0,0
0,39,-4.750000,4.750000,6.995881,25,1.000000,0.881719,0.014894,0,0
0,40,-4.750000,5.250000,7.271750,16,0.729634,0.796381,0.015288,0,0
0,41,-4.750000,5.750000,7.491060,17,0.110575,0.808288,0.015612,0,0
0,42,-4.750000,6.250000,8.022000,8,0.223141,0.549132,0.016435,0,0
0,43,-4.750000,6.750000,8.196000,4,0.666192,0.323012,0.016717,0,0
0,44,-4.750000,7.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
1,0,-4.250000,-14.750000,15.790071,14,0.065522,0.739902,0.034933,0,0
1,3,-4.250000,-13.250000,13.855000,10,0.026856,0.597810,0.029196,0,0
1,4,-4.250000,-12.750000,13.744334,3,0.024480,0.173378,0.028891,0,0
1,6,-4.250000,-11.750000,12.458287,7,0.047786,0.492299,0.025521,0,0
1,7,-4.250000,-11.250000,12.198833,6,0.031515,0.418408,0.024881,0,0
