ix,iy,x_center,y_center,range,point_count,risk,confidence,sigma_r,lambda_min,lambda_max
0,0,-4.750000,-14.750000,0.000000,2,0.000000,0.000000,0.010000,0,0
0,1,-4.750000,-14.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
0,2,-4.750000,-13.750000,0.000000,2,0.000000,0.000000,0.010000,0,0
0,3,-4.750000,-13.250000,13.976001,3,0.000276,0.151240,0.029533,0,0
0,4,-4.750000,-12.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
0,6,-4.750000,-11.750000,0.000000,2,0.000000,0.000000,0.010000,0,0
0,7,-4.750000,-11.250000,0.000000,2,0.000000,0.000000,0.010000,0,0
0,8,-4.750000,-10.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
0,9,-4.750000,-10.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
0,14,-4.750000,-7.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
0,17,-4.750000,-6.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
0,19,-4.750000,-5.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
0,24,-4.750000,-2.750000,0.000000,2,0.000000,0.000000,0.010000,0,0
0,25,-4.750000,-2.250000,5.541782,87,0.962965,0.990764,0.013071,0,0
0,26,-4.750000,-1.750000,5.300749,115,0.345949,0.995371,0.012810,0,0
0,27,-4.750000,-1.250000,5.169901,165,0.750694,0.996472,0.012673,0,0
0,28,-4.750000,-0.750000,5.099852,147,0.494306,0.997782,0.012601,0,0
0,29,-4.750000,-0.250000,4.994257,156,0.777989,0.992737,0.012494,0,0
0,30,-4.750000,0.250000,5.020048,148,0.283503,0.998289,0.012520,0,0
0,31,-4.750000,0.750000,5.085721,160,0.666643,0.997562,0.012586,0,0
0,32,-4.750000,1.250000,5.135350,140,1.000000,0.985652,0.012637,0,0
0,33,-4.750000,1.750000,5.304326,120,0.708276,0.987196,0.012814,0,0
0,34,-4.750000,2.250000,5.428464,56,0.827807,0.985701,0.012947,0,0
0,35,-4.750000,2.750000,5.779560,75,1.000000,0.961603,0.013340,0,0
0,36,-4.750000,3.250000,5.881656,137,1.000000,0.975108,0.013459,0,0
0,37,-4.750000,3.750000,5.884750,24,0.423518,0.888175,0.013463,0,0
0,40,-4.750000,5.250000,7.173334,3,1.000000,0.257780,0.015146,0,0
0,41,-4.750000,5.750000,7.705133,15,0.186451,0.772717,0.015937,0,0
0,42,-4.750000,6.250000,8.085501,12,0.809837,0.680339,0.016538,0,0
0,44,-4.750000,7.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
0,46,-4.750000,8.250000,9.754251,4,0.008074,0.327458,0.019515,0,0
0,47,-4.750000,8.750000,10.206668,3,0.197993,0.258097,0.020418,0,0
1,1,-4.250000,-14.250000,0.000000,2,0.000000,0.000000,0.010000,0,0
1,2,-4.250000,-13.750000,0.000000,2,0.000000,0.000000,0.010000,0,0
1,3,-4.250000,-13.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
1,5,-4.250000,-12.250000,13.009334,3,0.040958,0.254917,0.026924,0,0
1,6,-4.250000,-11.750000,12.649286,7,0.036917,0.485015,0.026000,0,0
1,7,-4.250000,-11.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
1,8,-4.250000,-10.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
1,18,-4.250000,-5.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
1,19,-4.250000,-5.250000,6.739750,4,0.346301,0.326291,0.014542,0,0
1,22,-4.250000,-3.750000,5.635000,5,0.271403,0.374414,0.013175,0,0
1,23,-4.250000,-3.250000,5.391143,7,0.177593,0.481026,0.012906,0,0
1,25,-4.250000,-2.250000,4.801819,11,1.000000,0.661459,0.012306,0,0
1,26,-4.250000,-1.750000,4.665708,116,0.860583,0.928503,0.012177,0,0
1,27,-4.250000,-1.250000,4.526024,124,0.468232,0.991476,0.012048,0,0
1,28,-4.250000,-0.750000,4.360644,126,0.155840,0.993765,0.011902,0,0
1,29,-4.250000,-0.250000,4.274206,107,0.428455,0.979452,0.011827,0,0
1,30,-4.250000,0.250000,4.300525,101,0.126592,0.994958,0.011849,0,0
1,31,-4.250000,0.750000,4.376656,116,1.000000,0.929511,0.011916,0,0
1,32,-4.250000,1.250000,4.435432,74,0.547913,0.972382,0.011967,0,0
1,33,-4.250000,1.750000,4.609973,72,0.501662,0.968594,0.012125,0,0
1,34,-4.250000,2.250000,4.788900,60,0.781781,0.933010,0.012293,0,0
1,35,-4.250000,2.750000,5.141800,40,1.000000,0.837278,0.012644,0,0
1,36,-4.250000,3.250000,5.422398,88,1.000000,0.937266,0.012940,0,0
1,37,-4.250000,3.750000,5.658087,94,1.000000,0.884470,0.013201,0,0
1,38,-4.250000,4.250000,5.955287,28,0.951898,0.872389,0.013547,0,0
1,39,-4.250000,4.750000,6.326301,10,0.353178,0.621930,0.014002,0,0
1,40,-4.250000,5.250000,6.811353,17,0.182625,0.798745,0.014639,0,0
1,41,-4.250000,5.750000,7.033400,25,0.968118,0.892059,0.014947,0,0
1,45,-4.250000,7.750000,0.000000,2,0.000000,0.000000,0.010000,0,0
2,1,-3.750000,-14.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
2,3,-3.750000,-13.250000,13.774002,5,0.034655,0.373736,0.028972,0,0
2,4,-3.750000,-12.750000,13.507668,3,0.024743,0.172750,0.028246,0,0
2,7,-3.750000,-11.250000,0.000000,2,0.000000,0.000000,0.010000,0,0
2,8,-3.750000,-10.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
2,9,-3.750000,-10.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
2,10,-3.750000,-9.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
2,12,-3.750000,-8.750000,0.000000,2,0.000000,0.000000,0.010000,0,0
2,13,-3.750000,-8.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
2,20,-3.750000,-4.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
2,22,-3.750000,-3.750000,5.286875,8,0.033984,0.544372,0.012795,0,0
2,23,-3.750000,-3.250000,5.114501,8,0.055827,0.544647,0.012616,0,0
2,24,-3.750000,-2.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
2,25,-3.750000,-2.250000,4.430000,21,0.481492,0.864397,0.011962,0,0
2,26,-3.750000,-1.750000,4.202898,206,1.000000,0.909586,0.011766,0,0
2,27,-3.750000,-1.250000,4.037284,189,0.879444,0.979080,0.011630,0,0
2,28,-3.750000,-0.750000,3.859926,165,0.140846,0.993894,0.011490,0,0
2,29,-3.750000,-0.250000,3.840400,203,0.700137,0.984293,0.011475,0,0
2,30,-3.750000,0.250000,3.828411,185,0.563835,0.990244,0.011466,0,0
2,31,-3.750000,0.750000,3.909106,182,1.000000,0.929791,0.011528,0,0
2,32,-3.750000,1.250000,3.976993,141,0.845458,0.960067,0.011582,0,0
2,33,-3.750000,1.750000,4.177608,110,0.742679,0.971825,0.011745,0,0
2,34,-3.750000,2.250000,4.402805,51,1.000000,0.934583,0.011938,0,0
2,35,-3.750000,2.750000,4.702441,34,1.000000,0.857025,0.012211,0,0
2,36,-3.750000,3.250000,5.012556,72,1.000000,0.875775,0.012513,0,0
2,37,-3.750000,3.750000,5.390537,41,1.000000,0.791855,0.012906,0,0
2,38,-3.750000,4.250000,5.748857,21,0.616607,0.787409,0.013305,0,0
2,39,-3.750000,4.750000,6.098517,29,0.410381,0.915159,0.013719,0,0
2,40,-3.750000,5.250000,6.537849,33,1.000000,0.839281,0.014274,0,0
2,41,-3.750000,5.750000,6.779227,31,0.978854,0.860959,0.014596,0,0
2,42,-3.750000,6.250000,7.249001,3,0.018990,0.252887,0.015255,0,0
2,46,-3.750000,8.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
3,0,-3.250000,-14.750000,15.013750,4,0.021578,0.270502,0.032541,0,0
3,1,-3.250000,-14.250000,0.000000,2,0.000000,0.000000,0.010000,0,0
3,3,-3.250000,-13.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
3,4,-3.250000,-12.750000,13.210668,3,0.060539,0.253488,0.027452,0,0
3,5,-3.250000,-12.250000,12.766364,11,0.053064,0.649137,0.026298,0,0
3,6,-3.250000,-11.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
3,7,-3.250000,-11.250000,11.561501,4,0.038244,0.283977,0.023367,0,0
3,8,-3.250000,-10.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
3,11,-3.250000,-9.250000,0.000000,2,0.000000,0.000000,0.010000,0,0
3,12,-3.250000,-8.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
3,13,-3.250000,-8.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
3,17,-3.250000,-6.250000,0.000000,2,0.000000,0.000000,0.010000,0,0
3,18,-3.250000,-5.750000,6.656000,3,0.044599,0.257403,0.014430,0,0
3,21,-3.250000,-4.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
3,22,-3.250000,-3.750000,0.000000,2,0.000000,0.000000,0.010000,0,0
3,25,-3.250000,-2.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
3,26,-3.250000,-1.750000,3.789202,298,1.000000,0.938726,0.011436,0,0
3,27,-3.250000,-1.250000,3.596744,299,0.524788,0.992892,0.011294,0,0
3,28,-3.250000,-0.750000,3.474089,243,0.563527,0.994225,0.011207,0,0
3,29,-3.250000,-0.250000,3.392592,272,0.405883,0.983885,0.011151,0,0
3,30,-3.250000,0.250000,3.388908,270,1.000000,0.936614,0.011148,0,0
3,31,-3.250000,0.750000,3.424089,349,1.000000,0.894265,0.011172,0,0
3,32,-3.250000,1.250000,3.553147,265,1.000000,0.930022,0.011262,0,0
3,33,-3.250000,1.750000,3.731478,197,1.000000,0.921316,0.011392,0,0
3,34,-3.250000,2.250000,4.013962,183,0.951977,0.902697,0.011611,0,0
3,35,-3.250000,2.750000,4.197292,48,1.000000,0.895476,0.011762,0,0
3,36,-3.250000,3.250000,4.593500,8,0.880839,0.519104,0.012110,0,0
