ix,iy,x_center,y_center,range,point_count,risk,confidence,sigma_r,lambda_min,lambda_max
0,0,-4.750000,-14.750000,0.000000,2,0.000000,0.000000,0.010000,0,0
0,1,-4.750000,-14.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
0,3,-4.750000,-13.250000,14.097233,13,0.049981,0.713940,0.029873,0,0
0,4,-4.750000,-12.750000,13.833801,10,0.223048,0.627781,0.029137,0,0
0,5,-4.750000,-12.250000,13.168334,3,0.347712,0.257604,0.027341,0,0
0,6,-4.750000,-11.750000,12.793800,10,0.055011,0.619158,0.026368,0,0
0,7,-4.750000,-11.250000,12.462626,8,0.047145,0.533234,0.025532,0,0
0,8,-4.750000,-10.750000,12.056301,10,0.212107,0.627321,0.024535,0,0
0,9,-4.750000,-10.250000,11.245250,4,0.869487,0.321644,0.022646,0,0
0,10,-4.750000,-9.750000,10.973600,10,0.364914,0.627236,0.022042,0,0
0,11,-4.750000,-9.250000,10.570145,7,0.387791,0.499987,0.021173,0,0
0,12,-4.750000,-8.750000,0.000000,2,0.000000,0.000000,0.010000,0,0
0,13,-4.750000,-8.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
0,14,-4.750000,-7.750000,9.339800,5,1.000000,0.391598,0.018723,0,0
0,18,-4.750000,-5.750000,0.000000,2,0.000000,0.000000,0.010000,0,0
0,19,-4.750000,-5.250000,7.199417,12,0.547792,0.684444,0.015183,0,0
0,20,-4.750000,-4.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
0,21,-4.750000,-4.250000,6.380001,3,1.000000,0.239088,0.014070,0,0
0,22,-4.750000,-3.750000,6.420333,6,0.106840,0.441051,0.014122,0,0
0,25,-4.750000,-2.250000,5.633894,38,0.490025,0.969484,0.013174,0,0
0,26,-4.750000,-1.750000,5.320111,182,1.000000,0.980516,0.012830,0,0
0,27,-4.750000,-1.250000,5.168643,212,1.000000,0.988416,0.012671,0,0
0,28,-4.750000,-0.750000,5.125921,164,1.000000,0.996189,0.012628,0,0
0,29,-4.750000,-0.250000,5.020674,175,0.178201,0.997897,0.012521,0,0
0,30,-4.750000,0.250000,4.994359,145,0.266770,0.998117,0.012494,0,0
0,31,-4.750000,0.750000,5.080264,72,0.227348,0.995681,0.012581,0,0
0,32,-4.750000,1.250000,5.304753,61,0.143196,0.995709,0.012814,0,0
0,33,-4.750000,1.750000,5.301802,178,1.000000,0.997196,0.012811,0,0
0,34,-4.750000,2.250000,5.503643,145,0.825293,0.996275,0.013029,0,0
0,35,-4.750000,2.750000,5.799981,166,1.000000,0.988099,0.013364,0,0
0,36,-4.750000,3.250000,5.954087,128,1.000000,0.976698,0.013545,0,0
0,37,-4.750000,3.750000,6.221000,64,1.000000,0.975596,0.013870,0,0
0,38,-4.750000,4.250000,6.640001,53,1.000000,0.983711,0.014409,0,0
0,39,-4.750000,4.750000,7.041068,60,1.000000,0.958335,0.014958,0,0
0,40,-4.750000,5.250000,7.254643,28,0.727038,0.922495,0.015263,0,0
0,45,-4.750000,7.750000,9.238999,3,1.000000,0.256111,0.018536,0,0
0,46,-4.750000,8.250000,9.600818,11,0.284602,0.663690,0.019218,0,0
0,47,-4.750000,8.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
1,0,-4.250000,-14.750000,15.488875,8,0.061108,0.539614,0.033991,0,0
1,1,-4.250000,-14.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
1,2,-4.250000,-13.750000,14.527335,6,0.048867,0.433449,0.031104,0,0
1,3,-4.250000,-13.250000,0.000000,2,0.000000,0.000000,0.010000,0,0
1,4,-4.250000,-12.750000,13.432800,5,0.052225,0.374708,0.028044,0,0
1,5,-4.250000,-12.250000,13.016167,6,0.031769,0.390056,0.026942,0,0
1,6,-4.250000,-11.750000,12.354251,4,0.037428,0.279508,0.025263,0,0
1,7,-4.250000,-11.250000,12.090750,8,0.054726,0.536660,0.024619,0,0
1,8,-4.250000,-10.750000,11.546666,3,0.037352,0.165918,0.023333,0,0
1,9,-4.250000,-10.250000,0.000000,2,0.000000,0.000000,0.010000,0,0
1,10,-4.250000,-9.750000,0.000000,2,0.000000,0.000000,0.010000,0,0
1,11,-4.250000,-9.250000,10.271857,7,0.068000,0.492579,0.020551,0,0
1,12,-4.250000,-8.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
1,13,-4.250000,-8.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
1,14,-4.250000,-7.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
1,19,-4.250000,-5.250000,0.000000,2,0.000000,0.000000,0.010000,0,0
1,20,-4.250000,-4.750000,6.447430,14,0.186246,0.734999,0.014157,0,0
1,21,-4.250000,-4.250000,6.124846,13,0.195170,0.717429,0.013751,0,0
1,22,-4.250000,-3.750000,0.000000,2,0.000000,0.000000,0.010000,0,0
1,25,-4.250000,-2.250000,4.708633,49,0.535910,0.969426,0.012217,0,0
1,26,-4.250000,-1.750000,4.685195,187,1.000000,0.954445,0.012195,0,0
1,27,-4.250000,-1.250000,4.553037,111,0.416695,0.987474,0.012073,0,0
1,28,-4.250000,-0.750000,4.415920,113,0.123705,0.991724,0.011950,0,0
1,29,-4.250000,-0.250000,4.378292,120,0.220501,0.994224,0.011917,0,0
1,30,-4.250000,0.250000,4.386468,103,0.113150,0.993619,0.011924,0,0
1,31,-4.250000,0.750000,4.444334,6,0.025987,0.449678,0.011975,0,0
1,32,-4.250000,1.250000,4.544500,6,0.222735,0.437517,0.012065,0,0
1,33,-4.250000,1.750000,4.691615,104,0.306161,0.990702,0.012201,0,0
1,34,-4.250000,2.250000,4.863317,104,0.161350,0.993283,0.012365,0,0
1,35,-4.250000,2.750000,5.170909,77,1.000000,0.959462,0.012674,0,0
1,36,-4.250000,3.250000,5.388389,95,1.000000,0.896794,0.012903,0,0
1,37,-4.250000,3.750000,5.701909,55,1.000000,0.921190,0.013251,0,0
1,38,-4.250000,4.250000,5.985300,40,1.000000,0.925785,0.013582,0,0
1,39,-4.250000,4.750000,6.427808,26,0.370643,0.894033,0.014132,0,0
1,40,-4.250000,5.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
1,42,-4.250000,6.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
1,43,-4.250000,6.750000,7.859600,5,1.000000,0.380752,0.016177,0,0
1,44,-4.250000,7.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
1,45,-4.250000,7.750000,9.068251,4,0.016848,0.312014,0.018223,0,0
1,46,-4.250000,8.250000,9.363126,8,0.267400,0.544352,0.018767,0,0
1,47,-4.250000,8.750000,9.638332,9,0.014528,0.577899,0.019290,0,0
2,0,-3.750000,-14.750000,15.597101,10,0.060743,0.612342,0.034327,0,0
2,2,-3.750000,-13.750000,14.393333,3,0.026116,0.205294,0.030717,0,0
2,3,-3.750000,-13.250000,13.793859,7,0.092224,0.494547,0.029027,0,0
2,4,-3.750000,-12.750000,13.469833,6,0.034830,0.434004,0.028144,0,0
2,5,-3.750000,-12.250000,12.773252,4,0.049219,0.310493,0.026316,0,0
2,6,-3.750000,-11.750000,12.321600,5,0.051877,0.378360,0.025182,0,0
2,9,-3.750000,-10.250000,0.000000,2,0.000000,0.000000,0.010000,0,0
2,10,-3.750000,-9.750000,10.536334,3,0.072772,0.254262,0.021101,0,0
2,11,-3.750000,-9.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
2,12,-3.750000,-8.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
2,13,-3.750000,-8.250000,9.197334,3,0.106940,0.256731,0.018459,0,0
2,14,-3.750000,-7.750000,0.000000,2,0.000000,0.000000,0.010000,0,0
2,17,-3.750000,-6.250000,7.255500,4,1.000000,0.321006,0.015264,0,0
2,18,-3.750000,-5.750000,6.996376,8,0.162679,0.543124,0.014895,0,0
2,19,-3.750000,-5.250000,6.569301,10,0.077673,0.623625,0.014316,0,0
2,20,-3.750000,-4.750000,6.128450,20,0.377182,0.839584,0.013756,0,0
2,21,-3.750000,-4.250000,5.664048,42,0.408657,0.955711,0.013208,0,0
2,22,-3.750000,-3.750000,5.430334,3,0.118744,0.242009,0.012949,0,0
2,25,-3.750000,-2.250000,4.391378,138,1.000000,0.975985,0.011928,0,0
2,26,-3.750000,-1.750000,4.228499,172,1.000000,0.938382,0.011788,0,0
2,27,-3.750000,-1.250000,4.056272,178,0.406093,0.983014,0.011645,0,0
2,28,-3.750000,-0.750000,3.962444,203,0.528850,0.988865,0.011570,0,0
2,29,-3.750000,-0.250000,3.935321,106,0.207295,0.994801,0.011549,0,0
2,30,-3.750000,0.250000,3.943572,75,0.189267,0.988412,0.011555,0,0
2,31,-3.750000,0.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
2,32,-3.750000,1.250000,3.978572,7,0.062427,0.470288,0.011583,0,0
2,33,-3.750000,1.750000,4.266396,129,0.331719,0.991775,0.011820,0,0
2,34,-3.750000,2.250000,4.444954,108,0.368833,0.982415,0.011976,0,0
2,35,-3.750000,2.750000,4.734674,89,1.000000,0.945471,0.012242,0,0
2,36,-3.750000,3.250000,5.026535,103,1.000000,0.887055,0.012527,0,0
2,37,-3.750000,3.750000,5.410266,75,1.000000,0.829455,0.012927,0,0
2,38,-3.750000,4.250000,5.698327,55,0.979155,0.902822,0.013247,0,0
2,39,-3.750000,4.750000,6.012643,28,0.883416,0.829961,0.013615,0,0
2,40,-3.750000,5.250000,6.364294,17,1.000000,0.798190,0.014050,0,0
2,41,-3.750000,5.750000,6.930334,3,0.242238,0.257114,0.014803,0,0
2,42,-3.750000,6.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
2,45,-3.750000,7.750000,8.795876,8,0.020071,0.543230,0.017737,0,0
2,46,-3.750000,8.250000,9.132770,13,0.128778,0.713835,0.018341,0,0
2,47,-3.750000,8.750000,9.594000,3,0.011450,0.253634,0.019204,0,0
2,53,-3.750000,11.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
2,55,-3.750000,12.750000,0.000000,2,0.000000,0.000000,0.010000,0,0
